46666,-1101,3775,-1084,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
46704,-1112,3789,-1086,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
46745,-1062,3768,-1069,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
46786,-1111,3813,-1100,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
46827,-1111,3863,-1062,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
46868,-1082,3806,-1058,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
46909,-1044,3754,-1074,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
46950,-1050,3838,-1099,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
46991,-1067,3807,-1173,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47032,-1045,3792,-1068,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47073,-1050,3799,-1091,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47114,-1064,3810,-1120,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47151,-1031,3813,-1106,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47189,-1048,3784,-1106,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47227,-1057,3791,-1115,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47265,-1081,3819,-1095,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47303,-1102,3738,-1088,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47341,-1058,3787,-1066,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47379,-1099,3801,-1081,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47417,-1061,3821,-1087,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47455,-1081,3808,-1056,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47493,-1117,3811,-1096,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47531,-1064,3779,-1062,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47569,-1100,3812,-1069,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47608,-1071,3782,-1086,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47647,-1080,3786,-1036,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47686,-1109,3832,-1081,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47725,-1073,3780,-1050,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47764,-1078,3798,-1070,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47803,-1076,3826,-1065,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47842,-1055,3758,-1043,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47881,-1080,3783,-1076,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47920,-1068,3805,-1049,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
47963,-1096,3783,-1087,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48007,-1081,3821,-1018,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48051,-1120,3827,-1075,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48095,-1121,3771,-1038,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48139,-1094,3801,-1060,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48182,-1100,3858,-1065,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48226,-1092,3812,-1070,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48270,-1109,3765,-1003,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48314,-1121,3789,-1055,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48358,-1130,3806,-1067,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48402,-1113,3784,-1047,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48433,-1130,3787,-1072,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48465,-1108,3807,-1048,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48496,-1101,3788,-1086,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48528,-1077,3838,-1041,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48559,-1094,3848,-1096,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48591,-1111,3812,-1028,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48622,-1114,3804,-1042,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48654,-1109,3806,-1071,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48685,-1072,3821,-1069,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48717,-1072,3792,-1070,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48757,-1098,3804,-1036,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48798,-1097,3816,-1082,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48838,-1119,3795,-1052,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48879,-1086,3810,-1061,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48919,-1109,3825,-1060,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
48960,-1091,3780,-1039,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49000,-1095,3784,-1066,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49041,-1080,3827,-1040,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49081,-1081,3761,-1093,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49122,-1012,3791,-1051,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49159,-1075,3797,-1085,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49197,-1075,3792,-1060,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49235,-1065,3788,-1061,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49273,-1074,3760,-1081,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49311,-1019,3683,-1031,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49349,-1060,3778,-1076,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49387,-1052,3877,-1105,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49425,-1045,3832,-1088,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49463,-1086,3829,-1073,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49501,-1057,3794,-1081,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49539,-1061,3765,-1137,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49576,-1091,3816,-1044,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49614,-1040,3771,-1102,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49652,-1014,3851,-1082,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49689,-1066,3829,-1150,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49727,-1038,3782,-1097,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49765,-1029,3787,-1132,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49802,-1032,3799,-1121,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49840,-1047,3788,-1078,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49878,-1050,3768,-1130,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49916,-1031,3791,-1118,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49954,-1050,3791,-1117,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
49992,-1057,3821,-1113,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50030,-1024,3796,-1115,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50068,-1045,3745,-1155,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50106,-1087,3864,-1099,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50144,-1042,3793,-1144,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50182,-1048,3801,-1099,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50220,-1078,3767,-1133,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50258,-1065,3758,-1132,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50296,-1075,3816,-1129,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50335,-1072,3801,-1144,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50373,-1060,3745,-1108,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50411,-1076,3793,-1134,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50449,-1079,3794,-1134,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50487,-1068,3783,-1143,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50525,-1057,3785,-1122,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50563,-1071,3804,-1141,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50601,-1070,3776,-1138,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50639,-1067,3811,-1083,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50677,-1083,3800,-1171,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50715,-1020,3791,-1121,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50759,-1071,3805,-1148,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50804,-1068,3781,-1143,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50849,-1054,3781,-1147,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50894,-1050,3764,-1118,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50939,-1060,3800,-1160,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
50984,-1079,3795,-1136,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51029,-1093,3788,-1122,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51074,-1051,3793,-1131,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51119,-1062,3782,-1121,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51164,-1065,3785,-1122,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51197,-1083,3787,-1139,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51231,-1081,3767,-1165,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51265,-1083,3773,-1086,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51298,-1087,3798,-1149,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51332,-1034,3769,-1093,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51366,-1101,3811,-1123,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51400,-1104,3784,-1119,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51433,-1091,3769,-1096,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51467,-1081,3798,-1130,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51501,-1071,3772,-1110,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51535,-1073,3772,-1128,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51572,-1055,3785,-1114,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51610,-1097,3789,-1105,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51648,-1090,3780,-1108,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51686,-1087,3800,-1083,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51724,-1067,3815,-1138,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51761,-1074,3795,-1099,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51799,-1079,3735,-1110,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51837,-1075,3823,-1111,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51875,-1059,3797,-1161,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51913,-1091,3781,-1062,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51951,-1101,3785,-1119,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
51989,-1089,3771,-1094,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52027,-1100,3791,-1094,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52065,-1086,3776,-1124,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52103,-1101,3769,-1070,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52141,-1119,3800,-1086,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52179,-1142,3801,-1084,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52217,-1116,3783,-1112,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52255,-1130,3757,-1090,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52293,-1131,3761,-1085,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52332,-1113,3808,-1103,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52369,-1129,3766,-1106,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52406,-1107,3789,-1083,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52443,-1122,3793,-1094,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52480,-1087,3816,-1052,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52518,-1109,3798,-1065,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52555,-1088,3785,-1075,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52592,-1101,3784,-1070,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52629,-1118,3801,-1069,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52666,-1108,3792,-1060,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52704,-1115,3773,-1041,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52745,-1094,3780,-1090,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52786,-1102,3785,-1050,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52827,-1063,3823,-1089,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52868,-1095,3835,-1070,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52910,-1081,3819,-1103,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52951,-1073,3780,-1068,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
52992,-1082,3742,-1102,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53033,-1078,3766,-1062,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53074,-1135,3829,-1104,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53116,-1091,3819,-1072,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53153,-1062,3779,-1119,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53191,-1050,3756,-1093,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53228,-1056,3805,-1109,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53266,-1070,3775,-1114,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53304,-1041,3807,-1116,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53341,-1049,3801,-1111,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53379,-1036,3779,-1095,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53417,-1031,3786,-1095,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53454,-1052,3814,-1085,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53492,-1121,3905,-1077,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53530,-1029,3799,-1088,79,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53567,-1011,3728,-1053,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53604,-1066,3790,-1093,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53642,-1091,3869,-1096,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53679,-1046,3789,-1056,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53717,-1049,3784,-1056,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53754,-1076,3784,-1123,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53791,-1068,3766,-1070,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53829,-1059,3849,-1078,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53866,-1052,3811,-1086,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53904,-1048,3808,-1034,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53946,-1059,3812,-1114,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
53988,-1053,3807,-1075,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54030,-1065,3805,-1124,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54072,-1047,3806,-1085,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54114,-1062,3804,-1099,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54156,-1097,3776,-1114,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54198,-1057,3763,-1111,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54240,-1099,3794,-1098,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54282,-1036,3788,-1127,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54325,-1071,3793,-1082,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54360,-1098,3813,-1110,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54395,-1078,3796,-1099,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54431,-1095,3807,-1139,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54466,-1045,3774,-1118,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54502,-1071,3799,-1083,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54537,-1082,3819,-1109,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54573,-1082,3805,-1103,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54608,-1073,3785,-1085,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54644,-1104,3818,-1090,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54679,-1090,3794,-1093,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54715,-1091,3729,-1097,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54753,-1099,3795,-1088,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54792,-1107,3809,-1099,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54831,-1106,3779,-1097,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54870,-1102,3794,-1077,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54909,-1126,3805,-1118,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54948,-1118,3774,-1097,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
54987,-1106,3820,-1105,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55026,-1099,3783,-1100,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55065,-1100,3774,-1075,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55104,-1129,3812,-1073,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55142,-1111,3779,-1075,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55180,-1108,3760,-1078,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55218,-1110,3777,-1092,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55257,-1093,3786,-1116,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55295,-1070,3751,-1097,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55333,-1123,3750,-1070,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55371,-1141,3845,-1072,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55410,-1105,3785,-1078,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55448,-1081,3799,-1062,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55486,-1119,3807,-1109,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55525,-1094,3790,-1104,80,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55564,-1108,3837,-1083,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55603,-1106,3783,-1111,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55642,-1122,3772,-1070,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55681,-1115,3789,-1080,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55720,-1102,3805,-1077,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55759,-1102,3787,-1060,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55798,-1101,3807,-1092,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55837,-1109,3764,-1074,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55876,-1115,3769,-1106,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55915,-1132,3796,-1060,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
55961,-1138,3793,-1060,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
56008,-1090,3789,-1089,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
56054,-1085,3808,-1082,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
56101,-1132,3797,-1077,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
56148,-1105,3757,-1045,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
56194,-1138,3793,-1081,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
56241,-1108,3804,-1091,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
56287,-1131,3784,-1030,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
56334,-1109,3810,-1076,81,cd01263d-c87e-4cfe-9751-e21156c63f02,,berdiri,bersedekap,,
